log_id,table_name,record_id,action,old_value,new_value,changed_by,changed_at
4583,Accounts,14163,INSERT,Old value sample -615,New value sample -831,7967,2026-02-08 19:24:38.007
4584,Merchants,4823,INSERT,Old value sample -286,New value sample 60,9902,2026-02-08 19:24:38.017
4585,Login_History,19540,DELETE,Old value sample -585,New value sample -158,2461,2026-02-08 19:24:38.030
4586,Merchants,1717,DELETE,Old value sample -28,New value sample 824,6005,2026-02-08 19:24:38.033
4587,Login_History,3077,INSERT,Old value sample 268,New value sample -223,2938,2026-02-08 19:24:38.047
4588,Accounts,21258,UPDATE,Old value sample -77,New value sample 220,9616,2026-02-08 19:24:38.053
4589,Fraud_Alerts,4198,DELETE,Old value sample -809,New value sample -836,3806,2026-02-08 19:24:38.060
4590,Devices,4048,INSERT,Old value sample -927,New value sample -262,4802,2026-02-08 19:24:38.067
4591,Transactions,6854,DELETE,Old value sample 756,New value sample -491,4161,2026-02-08 19:24:38.073
4592,Transactions,3494,UPDATE,Old value sample -848,New value sample -896,7765,2026-02-08 19:24:38.083
4593,Accounts,2171,DELETE,Old value sample -599,New value sample 796,8159,2026-02-08 19:24:38.090
4594,Fraud_Alerts,3658,DELETE,Old value sample -873,New value sample -830,105,2026-02-08 19:24:38.100
4595,Users,2589,DELETE,Old value sample -897,New value sample -439,345,2026-02-08 19:24:38.107
4596,Merchants,1330,INSERT,Old value sample 32,New value sample 162,2365,2026-02-08 19:24:38.113
4597,Fraud_Alerts,2177,UPDATE,Old value sample 972,New value sample 420,8218,2026-02-08 19:24:38.123
4598,Devices,477,DELETE,Old value sample -859,New value sample 435,7115,2026-02-08 19:24:38.133
4599,Accounts,23441,UPDATE,Old value sample -647,New value sample -675,926,2026-02-08 19:24:38.140
4600,Devices,2006,UPDATE,Old value sample 297,New value sample 164,3653,2026-02-08 19:24:38.150
4601,Merchants,565,DELETE,Old value sample 634,New value sample -16,4719,2026-02-08 19:24:38.153
4602,Accounts,16711,INSERT,Old value sample 284,New value sample -54,8597,2026-02-08 19:24:38.167
4603,Merchants,3004,INSERT,Old value sample -260,New value sample -98,5007,2026-02-08 19:24:38.170
4604,Transactions,905,INSERT,Old value sample 750,New value sample 439,5820,2026-02-08 19:24:38.180
4605,Merchants,4568,DELETE,Old value sample -99,New value sample 982,8356,2026-02-08 19:24:38.187
4606,Merchants,3843,UPDATE,Old value sample -482,New value sample 249,1037,2026-02-08 19:24:38.193
4607,Accounts,16336,DELETE,Old value sample 744,New value sample 762,3061,2026-02-08 19:24:38.200
4608,Merchants,4329,INSERT,Old value sample 512,New value sample -519,7613,2026-02-08 19:24:38.207
4609,Transactions,8661,UPDATE,Old value sample 872,New value sample 644,3528,2026-02-08 19:24:38.217
4610,Devices,2687,DELETE,Old value sample 790,New value sample -108,5601,2026-02-08 19:24:38.223
4611,Accounts,20383,DELETE,Old value sample -525,New value sample 370,7545,2026-02-08 19:24:38.230
4612,Users,8978,DELETE,Old value sample 388,New value sample -879,3182,2026-02-08 19:24:38.240
4613,Devices,4481,DELETE,Old value sample -887,New value sample 101,8385,2026-02-08 19:24:38.247
4614,Login_History,10867,INSERT,Old value sample -898,New value sample 491,9447,2026-02-08 19:24:38.257
4615,Devices,3124,DELETE,Old value sample -567,New value sample 820,7896,2026-02-08 19:24:38.263
4616,Login_History,5626,DELETE,Old value sample -324,New value sample -161,104,2026-02-08 19:24:38.277
4617,Accounts,19028,INSERT,Old value sample -95,New value sample -545,9163,2026-02-08 19:24:38.283
4618,Transactions,527,DELETE,Old value sample -704,New value sample -855,8444,2026-02-08 19:24:38.290
4619,Transactions,9866,DELETE,Old value sample 111,New value sample -47,9303,2026-02-08 19:24:38.300
4620,Accounts,17682,DELETE,Old value sample -419,New value sample -947,6542,2026-02-08 19:24:38.307
4621,Users,5375,UPDATE,Old value sample -916,New value sample 228,7102,2026-02-08 19:24:38.313
4622,Merchants,3379,DELETE,Old value sample 791,New value sample 130,7221,2026-02-08 19:24:38.320
4623,Login_History,13372,DELETE,Old value sample -3,New value sample -71,5414,2026-02-08 19:24:38.330
4624,Users,6402,DELETE,Old value sample 928,New value sample -780,5237,2026-02-08 19:24:38.337
4625,Accounts,20702,UPDATE,Old value sample -318,New value sample 722,8353,2026-02-08 19:24:38.343
4626,Accounts,22643,DELETE,Old value sample 179,New value sample 65,4417,2026-02-08 19:24:38.350
4627,Transactions,4528,UPDATE,Old value sample -913,New value sample -779,8792,2026-02-08 19:24:38.357
4628,Merchants,3565,UPDATE,Old value sample 565,New value sample 498,3962,2026-02-08 19:24:38.363
4629,Users,7155,UPDATE,Old value sample 755,New value sample -890,6254,2026-02-08 19:24:38.370
4630,Transactions,7761,INSERT,Old value sample -527,New value sample 967,2558,2026-02-08 19:24:38.377
4631,Accounts,14622,INSERT,Old value sample 477,New value sample 443,4683,2026-02-08 19:24:38.383
4632,Merchants,885,DELETE,Old value sample -760,New value sample -617,8159,2026-02-08 19:24:38.390
4633,Users,5511,UPDATE,Old value sample -473,New value sample 423,9779,2026-02-08 19:24:38.397
4634,Fraud_Alerts,2074,UPDATE,Old value sample -86,New value sample 712,1129,2026-02-08 19:24:38.400
4635,Fraud_Alerts,254,UPDATE,Old value sample -905,New value sample -926,1468,2026-02-08 19:24:38.407
4636,Devices,4421,UPDATE,Old value sample -374,New value sample 682,9374,2026-02-08 19:24:38.413
4637,Login_History,5118,INSERT,Old value sample -20,New value sample 587,9315,2026-02-08 19:24:38.423
4638,Fraud_Alerts,4480,UPDATE,Old value sample -161,New value sample -80,8029,2026-02-08 19:24:38.430
4639,Merchants,415,INSERT,Old value sample -44,New value sample 587,2282,2026-02-08 19:24:38.433
4640,Login_History,10034,UPDATE,Old value sample 983,New value sample -586,6240,2026-02-08 19:24:38.443
4641,Login_History,13288,UPDATE,Old value sample 217,New value sample 831,4796,2026-02-08 19:24:38.453
4642,Transactions,3835,DELETE,Old value sample 316,New value sample -145,7062,2026-02-08 19:24:38.460
4643,Transactions,5114,INSERT,Old value sample 385,New value sample -658,2348,2026-02-08 19:24:38.467
4644,Login_History,17040,INSERT,Old value sample 789,New value sample -309,7752,2026-02-08 19:24:38.477
4645,Users,9287,UPDATE,Old value sample 200,New value sample -501,5077,2026-02-08 19:24:38.483
4646,Users,8753,UPDATE,Old value sample 688,New value sample -145,8127,2026-02-08 19:24:38.493
4647,Fraud_Alerts,2709,DELETE,Old value sample 425,New value sample -530,6493,2026-02-08 19:24:38.503
4648,Login_History,9457,UPDATE,Old value sample -408,New value sample -964,7223,2026-02-08 19:24:38.513
4649,Login_History,17341,INSERT,Old value sample -104,New value sample 480,8959,2026-02-08 19:24:38.523
4650,Transactions,189,INSERT,Old value sample 495,New value sample -394,4427,2026-02-08 19:24:38.530
4651,Accounts,23608,DELETE,Old value sample 759,New value sample 96,1381,2026-02-08 19:24:38.540
4652,Merchants,4847,UPDATE,Old value sample -737,New value sample 837,751,2026-02-08 19:24:38.543
4653,Devices,1166,INSERT,Old value sample 115,New value sample -8,5435,2026-02-08 19:24:38.550
4654,Users,7897,DELETE,Old value sample 544,New value sample -108,2061,2026-02-08 19:24:38.557
4655,Fraud_Alerts,4771,INSERT,Old value sample 478,New value sample 266,5576,2026-02-08 19:24:38.567
4656,Transactions,2267,INSERT,Old value sample -641,New value sample 843,339,2026-02-08 19:24:38.573
4657,Accounts,11937,UPDATE,Old value sample 781,New value sample -274,8256,2026-02-08 19:24:38.580
4658,Transactions,8932,UPDATE,Old value sample -591,New value sample -101,6550,2026-02-08 19:24:38.587
4659,Users,2462,INSERT,Old value sample -96,New value sample 808,5916,2026-02-08 19:24:38.597
4660,Devices,3553,INSERT,Old value sample 27,New value sample -692,5515,2026-02-08 19:24:38.600
4661,Transactions,4716,INSERT,Old value sample -159,New value sample 33,6266,2026-02-08 19:24:38.607
4662,Login_History,7879,UPDATE,Old value sample -311,New value sample 629,79,2026-02-08 19:24:38.620
4663,Login_History,198,DELETE,Old value sample -981,New value sample -73,5996,2026-02-08 19:24:38.630
4664,Users,6761,INSERT,Old value sample 232,New value sample 293,474,2026-02-08 19:24:38.640
4665,Fraud_Alerts,718,DELETE,Old value sample -556,New value sample 618,4227,2026-02-08 19:24:38.647
4666,Login_History,1138,DELETE,Old value sample -537,New value sample 484,7680,2026-02-08 19:24:38.660
4667,Devices,3647,DELETE,Old value sample 133,New value sample -491,8616,2026-02-08 19:24:38.667
4668,Users,4818,DELETE,Old value sample 248,New value sample -24,4174,2026-02-08 19:24:38.673
4669,Merchants,239,DELETE,Old value sample -762,New value sample 189,9247,2026-02-08 19:24:38.680
4670,Accounts,23514,UPDATE,Old value sample -124,New value sample 556,772,2026-02-08 19:24:38.690
4671,Fraud_Alerts,3697,UPDATE,Old value sample 99,New value sample -403,7922,2026-02-08 19:24:38.697
4672,Devices,4950,INSERT,Old value sample -97,New value sample 981,5447,2026-02-08 19:24:38.703
4673,Users,2878,INSERT,Old value sample -628,New value sample -554,3292,2026-02-08 19:24:38.710
4674,Accounts,16439,INSERT,Old value sample -758,New value sample -408,6507,2026-02-08 19:24:38.720
4675,Login_History,11964,DELETE,Old value sample -909,New value sample 325,3288,2026-02-08 19:24:38.733
4676,Fraud_Alerts,6717,UPDATE,Old value sample 164,New value sample -527,905,2026-02-08 19:24:38.740
4677,Merchants,2037,INSERT,Old value sample -447,New value sample 411,1431,2026-02-08 19:24:38.747
4678,Login_History,15414,INSERT,Old value sample -275,New value sample 739,5290,2026-02-08 19:24:38.757
4679,Users,4456,UPDATE,Old value sample 678,New value sample 677,6874,2026-02-08 19:24:38.767
4680,Transactions,9008,UPDATE,Old value sample 120,New value sample 596,5247,2026-02-08 19:24:38.773
4681,Fraud_Alerts,2857,INSERT,Old value sample 636,New value sample -494,4072,2026-02-08 19:24:38.780
4682,Merchants,1592,UPDATE,Old value sample -951,New value sample -769,7416,2026-02-08 19:24:38.787
4683,Users,4195,INSERT,Old value sample -248,New value sample 389,5400,2026-02-08 19:24:38.797
4684,Fraud_Alerts,7655,INSERT,Old value sample 956,New value sample -472,2389,2026-02-08 19:24:38.803
4685,Accounts,628,DELETE,Old value sample -333,New value sample -190,1931,2026-02-08 19:24:38.810
4686,Transactions,4528,INSERT,Old value sample -849,New value sample -664,3123,2026-02-08 19:24:38.820
4687,Fraud_Alerts,4713,UPDATE,Old value sample 559,New value sample 415,8042,2026-02-08 19:24:38.827
4688,Fraud_Alerts,4648,UPDATE,Old value sample 13,New value sample -486,7906,2026-02-08 19:24:38.833
4689,Devices,1459,UPDATE,Old value sample 148,New value sample -403,1171,2026-02-08 19:24:38.840
4690,Merchants,2251,UPDATE,Old value sample 71,New value sample -674,2997,2026-02-08 19:24:38.843
4691,Devices,950,INSERT,Old value sample -26,New value sample 923,8185,2026-02-08 19:24:38.850
4692,Merchants,516,DELETE,Old value sample 146,New value sample 280,4526,2026-02-08 19:24:38.857
4693,Fraud_Alerts,7108,INSERT,Old value sample 51,New value sample 855,7490,2026-02-08 19:24:38.863
4694,Devices,2581,UPDATE,Old value sample -630,New value sample -911,2596,2026-02-08 19:24:38.870
4695,Users,2786,UPDATE,Old value sample -381,New value sample 520,3767,2026-02-08 19:24:38.877
4696,Users,6895,UPDATE,Old value sample 178,New value sample -841,4124,2026-02-08 19:24:38.887
4697,Transactions,5344,UPDATE,Old value sample 811,New value sample 806,8847,2026-02-08 19:24:38.893
4698,Transactions,9829,DELETE,Old value sample 836,New value sample -666,6383,2026-02-08 19:24:38.903
4699,Devices,4484,UPDATE,Old value sample -652,New value sample -435,1399,2026-02-08 19:24:38.907
4700,Login_History,13677,INSERT,Old value sample -262,New value sample 563,2217,2026-02-08 19:24:38.920
4701,Fraud_Alerts,6242,INSERT,Old value sample -616,New value sample -380,4276,2026-02-08 19:24:38.927
4702,Merchants,357,DELETE,Old value sample 7,New value sample 824,3062,2026-02-08 19:24:38.933
4703,Transactions,8850,UPDATE,Old value sample 322,New value sample 168,8047,2026-02-08 19:24:38.940
4704,Merchants,1883,INSERT,Old value sample 727,New value sample 39,1229,2026-02-08 19:24:38.947
4705,Devices,3625,DELETE,Old value sample -879,New value sample 255,8198,2026-02-08 19:24:38.953
4706,Login_History,2091,DELETE,Old value sample 749,New value sample 418,9777,2026-02-08 19:24:38.963
4707,Transactions,1085,DELETE,Old value sample 388,New value sample 634,1242,2026-02-08 19:24:38.970
4708,Accounts,18398,INSERT,Old value sample 418,New value sample 80,3595,2026-02-08 19:24:38.980
4709,Accounts,20594,DELETE,Old value sample 693,New value sample 159,3709,2026-02-08 19:24:38.990
4710,Login_History,8650,INSERT,Old value sample -429,New value sample 936,8015,2026-02-08 19:24:39.003
4711,Devices,3875,DELETE,Old value sample 681,New value sample 507,661,2026-02-08 19:24:39.013
4712,Fraud_Alerts,4010,UPDATE,Old value sample -510,New value sample 150,8529,2026-02-08 19:24:39.020
4713,Users,9865,DELETE,Old value sample -767,New value sample 27,7101,2026-02-08 19:24:39.030
4714,Accounts,21994,UPDATE,Old value sample -678,New value sample -90,7330,2026-02-08 19:24:39.037
4715,Accounts,17615,INSERT,Old value sample 698,New value sample 526,8408,2026-02-08 19:24:39.047
4716,Fraud_Alerts,6846,INSERT,Old value sample 533,New value sample 513,8194,2026-02-08 19:24:39.053
4717,Fraud_Alerts,3819,INSERT,Old value sample -973,New value sample 755,6616,2026-02-08 19:24:39.060
4718,Devices,328,UPDATE,Old value sample 631,New value sample 732,1482,2026-02-08 19:24:39.067
4719,Login_History,8367,INSERT,Old value sample 367,New value sample -551,5058,2026-02-08 19:24:39.080
4720,Merchants,1942,DELETE,Old value sample 716,New value sample 813,3319,2026-02-08 19:24:39.087
4721,Login_History,16478,INSERT,Old value sample -554,New value sample -296,4000,2026-02-08 19:24:39.097
4722,Login_History,17969,DELETE,Old value sample 803,New value sample 92,8,2026-02-08 19:24:39.110
4723,Merchants,4130,UPDATE,Old value sample 946,New value sample 937,1875,2026-02-08 19:24:39.117
4724,Accounts,14274,INSERT,Old value sample -972,New value sample -993,7265,2026-02-08 19:24:39.123
4725,Transactions,7420,INSERT,Old value sample -646,New value sample -175,7297,2026-02-08 19:24:39.130
4726,Accounts,9099,INSERT,Old value sample 19,New value sample -124,8363,2026-02-08 19:24:39.140
4727,Devices,1656,UPDATE,Old value sample -482,New value sample 769,9031,2026-02-08 19:24:39.147
4728,Accounts,15748,INSERT,Old value sample 399,New value sample -676,6852,2026-02-08 19:24:39.153
4729,Transactions,3973,UPDATE,Old value sample 810,New value sample 16,695,2026-02-08 19:24:39.163
4730,Transactions,5670,INSERT,Old value sample 391,New value sample 84,146,2026-02-08 19:24:39.170
4731,Transactions,8628,INSERT,Old value sample -125,New value sample -39,1150,2026-02-08 19:24:39.180
4732,Users,3596,UPDATE,Old value sample -555,New value sample -458,5405,2026-02-08 19:24:39.187
4733,Users,8975,INSERT,Old value sample 867,New value sample 304,6796,2026-02-08 19:24:39.193
4734,Fraud_Alerts,630,INSERT,Old value sample -762,New value sample 916,5781,2026-02-08 19:24:39.200
4735,Transactions,2945,UPDATE,Old value sample 844,New value sample -380,9497,2026-02-08 19:24:39.210
4736,Users,7107,UPDATE,Old value sample -604,New value sample 75,6999,2026-02-08 19:24:39.217
4737,Users,7691,UPDATE,Old value sample -359,New value sample 928,7739,2026-02-08 19:24:39.223
4738,Users,9290,DELETE,Old value sample 591,New value sample -860,6555,2026-02-08 19:24:39.230
4739,Fraud_Alerts,6693,INSERT,Old value sample -545,New value sample 242,4478,2026-02-08 19:24:39.240
4740,Accounts,17592,INSERT,Old value sample -433,New value sample -524,5803,2026-02-08 19:24:39.247
4741,Merchants,931,DELETE,Old value sample -101,New value sample -657,5952,2026-02-08 19:24:39.270
4742,Fraud_Alerts,3265,UPDATE,Old value sample -796,New value sample -181,3212,2026-02-08 19:24:39.323
4743,Accounts,13908,UPDATE,Old value sample -528,New value sample -48,4333,2026-02-08 19:24:39.340
4744,Merchants,1857,UPDATE,Old value sample 367,New value sample -381,9680,2026-02-08 19:24:39.350
4745,Devices,3599,INSERT,Old value sample 387,New value sample 281,9358,2026-02-08 19:24:39.360
4746,Merchants,4389,UPDATE,Old value sample -88,New value sample 981,6343,2026-02-08 19:24:39.367
4747,Fraud_Alerts,1910,UPDATE,Old value sample -92,New value sample -709,6860,2026-02-08 19:24:39.377
4748,Transactions,9569,DELETE,Old value sample 199,New value sample 529,4689,2026-02-08 19:24:39.383
4749,Devices,3576,INSERT,Old value sample 69,New value sample -167,6916,2026-02-08 19:24:39.390
4750,Devices,3365,UPDATE,Old value sample -42,New value sample 263,4938,2026-02-08 19:24:39.397
4751,Login_History,18862,INSERT,Old value sample -487,New value sample -905,2195,2026-02-08 19:24:39.407
4752,Merchants,2778,INSERT,Old value sample -496,New value sample 982,6176,2026-02-08 19:24:39.413
4753,Fraud_Alerts,1459,DELETE,Old value sample 625,New value sample 160,8520,2026-02-08 19:24:39.420
4754,Devices,2086,DELETE,Old value sample 929,New value sample -773,330,2026-02-08 19:24:39.427
